Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	sigma
83	8.884604	3.8774543	9.950793	-13.689625	9.587531	0.30595037	9.923716	7.664899	61.469696	62.39	331999	3.002485	3.4775324	13.359419	-15.312631	3.0024219	3.4784374	13.832057	-14.59283	-3.143949	0.6517813	6339.93417596817	0.008792803272873724
84	9.115286	2.9011426	9.957056	-12.0758705	9.315105	2.0352817	9.980842	-6.011694	70.32143	60.55	335999	3.068951	3.4740958	13.515032	-14.128778	3.0689025	3.4753807	13.948172	-14.541286	-3.2131855	0.6593963	6414.306054353714	0.008441269848287537
85	8.790352	3.3832328	9.991206	-11.334075	9.277378	1.7852411	9.916029	-0.827883	73.833336	60.66	339999	3.0864394	3.4603722	13.255421	-14.247155	3.0864604	3.4615223	14.056327	-14.809168	-3.2266195	0.65778005	6489.327620506287	0.008266676807446586
86	9.360466	1.5853274	9.97667	-2.5774086	9.449229	1.4358628	9.93922	-4.29556	66.540985	58.99	343999	3.13064	3.4717624	13.194242	-14.620727	3.1306398	3.4725845	13.459162	-14.354993	-3.2787693	0.6465212	6564.820627450943	0.009122431673455705
87	8.956088	2.873193	9.967314	-3.9784532	8.912609	3.0107338	9.93556	-13.42252	69.5614	69.79	347999	3.1798236	3.4926386	13.548746	-14.569923	3.1798337	3.4940622	13.846055	-15.203713	-3.325766	0.65465623	6640.437335729599	0.008415996602075511
88	9.563569	0.3542464	9.972757	8.147041	9.55302	0.38544264	9.952019	8.363726	61.045456	55.52	351999	3.1924925	3.4796417	12.988782	-14.282254	3.1924348	3.480241	13.277151	-14.546041	-3.3251796	0.66424197	6714.902041912079	0.008748970841424729
89	9.499908	0.5285233	9.952267	6.9077535	9.407111	1.4258446	9.948827	-0.58109546	60.151516	58.73	355999	3.2237864	3.4704452	13.428637	-14.995198	3.2237303	3.471356	14.488522	-15.948991	-3.3563492	0.6465885	6790.561992883682	0.008233692601940212
90	9.219542	2.9661934	9.930741	-13.476202	9.40895	0.7207417	9.949443	5.0681796	66.8	70.78	359999	3.245991	3.4684794	14.012274	-15.158279	3.2460475	3.469572	15.40044	-15.89611	-3.384194	0.6345598	6867.240055561066	0.008390799024214997
91	9.249509	2.5590482	9.942155	-11.743807	9.559828	0.6103005	9.932536	4.216554	57.614285	55.53	363999	3.2809198	3.483483	13.474601	-15.592095	3.280879	3.4844623	12.875265	-15.210284	-3.4167788	0.627713	6942.778223276138	0.008217249884920487
92	9.579929	0.36467597	9.946125	7.4834538	9.433099	1.0703232	9.937901	-0.32239938	56.74286	67.6	367999	3.3182638	3.4951153	13.693543	-16.850971	3.3182359	3.4954684	15.208038	-15.789811	-3.466059	0.635926	7018.087721586227	0.008374042565042348
93	9.146912	2.9066768	9.925609	-12.037217	9.137668	2.7727945	9.968704	-14.464905	60.81818	63.84	371999	3.3461368	3.498049	13.199013	-16.428778	3.346105	3.4987154	13.286137	-15.731597	-3.494872	0.6279526	7092.541371107101	0.008705356916177577
94	9.440607	1.2899656	9.963289	-0.6245111	8.92535	2.4439893	9.954759	-4.745372	60.560608	72.21	375999	3.3865461	3.5010004	13.134631	-17.52068	3.3865469	3.5015771	13.765539	-17.388329	-3.5276666	0.62558675	7165.3397760391235	0.008031219837972378
95	9.373156	1.4333097	9.961325	-1.7263932	9.286311	1.8748759	9.919029	-2.9736648	62.578125	59.88	379999	3.4031324	3.5106137	13.616778	-15.792119	3.40312	3.5109744	12.915655	-15.778229	-3.5401318	0.61528444	7237.300060272217	0.008348970597987618
96	9.632089	0.26606253	9.954567	9.040002	9.416323	1.7313069	9.930317	-7.606312	54.833332	60.68	383999	3.4381373	3.5207543	13.881858	-15.919702	3.4381015	3.521618	14.559954	-17.22406	-3.5673358	0.61724097	7309.086874246597	0.008015181459871176
